"SubnetIDString","SubnetID","SiteName","DcInSite","MaskBits","SubnetMask"
"156.95.91.36/30","156.95.91.36","CA-Toronto-HO","True","30","255.255.255.252"
"172.27.21.0/30","172.27.21.0","JP-Akabane","True","30","255.255.255.252"
"161.163.69.0/24","161.163.69.0","AR-HOMEOFFICE","True","24","255.255.255.0"
"172.26.0.0/15","172.26.0.0","ISD","True","15","255.254.0.0"
"10.90.255.3/32","10.90.255.3","CN-S08657-TM-Southern-RO","False","32","255.255.255.255"
"30.19.128.0/19","30.19.128.0","UK-S07445","False","19","255.255.224.0"
"161.176.206.0/24","161.176.206.0","BR-HOMEOFFICE","False","24","255.255.255.0"
"30.11.224.0/19","30.11.224.0","US-S06495","False","19","255.255.224.0"
"142.136.122.0/24","142.136.122.0","US-S06022","False","24","255.255.255.0"
"10.90.255.2/32","10.90.255.2","CN-S08656-TM-HO","False","32","255.255.255.255"
"30.3.224.0/24","30.3.224.0","US-S06026","False","24","255.255.255.0"
"10.161.72.0/21","10.161.72.0","US-S06014","False","21","255.255.248.0"
"10.128.224.0/19","10.128.224.0","CN-HOMEOFFICE","True","19","255.255.224.0"
"10.219.244.0/23","10.219.244.0","CA-Toronto-HO","True","23","255.255.254.0"
"30.9.0.0/19","30.9.0.0","US-S06080","False","19","255.255.224.0"
"10.90.254.96/30","10.90.254.96","CN-S08673-TM-Zhengjiang-DO","False","30","255.255.255.252"
"10.157.128.0/20","10.157.128.0","CA-S07087","False","20","255.255.240.0"
"161.163.25.0/24","161.163.25.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"142.136.126.0/24","142.136.126.0","US-S06026","False","24","255.255.255.0"
"30.4.96.0/19","30.4.96.0","US-S06031","False","19","255.255.224.0"
"10.45.0.0/16","10.45.0.0","ISD","True","16","255.255.0.0"
"30.0.224.0/19","30.0.224.0","UK-Leeds-HO","True","19","255.255.224.0"
"10.8.144.0/21","10.8.144.0","BR-HOMEOFFICE","False","21","255.255.248.0"
"30.11.128.0/19","30.11.128.0","US-S06492","False","19","255.255.224.0"
"30.13.96.0/19","30.13.96.0","US-S07014","False","19","255.255.224.0"
"161.176.231.0/24","161.176.231.0","BR-HOMEOFFICE","False","24","255.255.255.0"
"10.149.18.0/23","10.149.18.0","MX-Azcapotzalco","True","23","255.255.254.0"
"10.154.99.0/24","10.154.99.0","US-S06062","False","24","255.255.255.0"
"10.149.20.0/23","10.149.20.0","MX-Azcapotzalco","True","23","255.255.254.0"
"30.19.160.0/19","30.19.160.0","UK-S07446","False","19","255.255.224.0"
"10.149.48.0/21","10.149.48.0","BR-S07457","False","21","255.255.248.0"
"161.163.175.0/24","161.163.175.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.161.8.0/21","10.161.8.0","US-S06029","False","21","255.255.248.0"
"10.25.0.0/16","10.25.0.0","ISD","True","16","255.255.0.0"
"10.161.24.0/21","10.161.24.0","US-S07077","False","21","255.255.248.0"
"172.25.0.0/16","172.25.0.0","ISD","True","16","255.255.0.0"
"10.0.255.52/32","10.0.255.52","US-S06032","False","32","255.255.255.255"
"10.90.254.88/30","10.90.254.88","CN-S08661-TM-Fujian-DO","False","30","255.255.255.252"
"161.163.35.0/24","161.163.35.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"172.26.155.121/32","172.26.155.121","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.127/32","172.26.155.127","ISD-EXCH","True","32","255.255.255.255"
"10.5.0.0/16","10.5.0.0","BR-HOMEOFFICE","False","16","255.255.0.0"
"10.161.0.0/21","10.161.0.0","US-S06037","False","21","255.255.248.0"
"10.249.16.0/21","10.249.16.0","UK-S07449","False","21","255.255.248.0"
"30.9.64.0/19","30.9.64.0","US-S06083","False","19","255.255.224.0"
"10.217.164.0/23","10.217.164.0","CA-Sams-HO","False","23","255.255.254.0"
"161.174.116.0/24","161.174.116.0","CA-Toronto-HO","True","24","255.255.255.0"
"161.163.159.138/32","161.163.159.138","UK-Leeds-HO","True","32","255.255.255.255"
"10.157.120.0/23","10.157.120.0","CN-S07433","True","23","255.255.254.0"
"161.163.222.37/32","161.163.222.37","CL-S07142","False","32","255.255.255.255"
"10.248.16.0/21","10.248.16.0","BR-HOMEOFFICE","False","21","255.255.248.0"
"161.166.40.69/32","161.166.40.69","ISD-EXCH","True","32","255.255.255.255"
"10.158.176.0/21","10.158.176.0","US-S06057","False","21","255.255.248.0"
"10.149.132.0/22","10.149.132.0","US-S06013","False","22","255.255.252.0"
"148.250.36.0/25","148.250.36.0","MX-Bolivar","False","25","255.255.255.128"
"10.90.254.92/30","10.90.254.92","CN-S08661-TM-Fujian-DO","False","30","255.255.255.252"
"55.96.48.0/21","55.96.48.0","CA-Sams-HO","False","21","255.255.248.0"
"10.162.128.0/21","10.162.128.0","US-S06495","False","21","255.255.248.0"
"30.20.128.0/19","30.20.128.0","UK-S07459","False","19","255.255.224.0"
"10.149.152.0/27","10.149.152.0","MX-S07486","False","27","255.255.255.224"
"10.90.254.120/30","10.90.254.120","CN-S08674-TM-Suwan-DO","False","30","255.255.255.252"
"161.166.40.68/32","161.166.40.68","ISD-EXCH","True","32","255.255.255.255"
"30.5.160.0/19","30.5.160.0","US-S06047","False","19","255.255.224.0"
"142.136.171.0/24","142.136.171.0","US-S06021","False","24","255.255.255.0"
"10.219.194.0/23","10.219.194.0","CA-Toronto-HO","True","23","255.255.254.0"
"161.169.130.144/32","161.169.130.144","ISD-EXCH","True","32","255.255.255.255"
"55.99.32.0/21","55.99.32.0","CA-Sams-HO","False","21","255.255.248.0"
"10.162.40.0/21","10.162.40.0","US-S06065","False","21","255.255.248.0"
"10.156.248.0/24","10.156.248.0","UK-S07421","False","24","255.255.255.0"
"10.90.254.28/30","10.90.254.28","CN-S08657-TM-Southern-RO","False","30","255.255.255.252"
"156.95.91.32/30","156.95.91.32","BR-HOMEOFFICE","False","30","255.255.255.252"
"10.0.255.39/32","10.0.255.39","US-S06060","False","32","255.255.255.255"
"10.217.236.0/23","10.217.236.0","CA-Sams-HO","False","23","255.255.254.0"
"10.127.247.0/30","10.127.247.0","UK-S07432","False","30","255.255.255.252"
"30.22.64.0/19","30.22.64.0","JP-S07485","False","19","255.255.224.0"
"30.2.224.0/19","30.2.224.0","US-S06018","False","19","255.255.224.0"
"161.169.130.10/32","161.169.130.10","ISD","True","32","255.255.255.255"
"10.9.32.24/30","10.9.32.24","BR-HOMEOFFICE","False","30","255.255.255.252"
"161.174.164.0/24","161.174.164.0","CA-Toronto-HO","True","24","255.255.255.0"
"161.163.222.30/32","161.163.222.30","CN-S09060","True","32","255.255.255.255"
"10.219.150.0/23","10.219.150.0","CA-Sams-HO","False","23","255.255.254.0"
"10.255.224.28/30","10.255.224.28","CA-S06063","False","30","255.255.255.252"
"172.26.132.36/32","172.26.132.36","ISD","True","32","255.255.255.255"
"10.90.80.0/20","10.90.80.0","CN-S08661-TM-Fujian-DO","False","20","255.255.240.0"
"10.90.254.48/30","10.90.254.48","CN-S08658-TM-Western-RO","False","30","255.255.255.252"
"30.26.224.0/19","30.26.224.0","US-S06046","False","19","255.255.224.0"
"10.169.88.0/21","10.169.88.0","US-S06083","False","21","255.255.248.0"
"10.5.227.0/30","10.5.227.0","BR-S07457","False","30","255.255.255.252"
"161.174.210.0/24","161.174.210.0","CA-Sams-HO","False","24","255.255.255.0"
"161.174.199.0/24","161.174.199.0","CA-Toronto-HO","True","24","255.255.255.0"
"146.132.119.0/24","146.132.119.0","US-S06019","False","24","255.255.255.0"
"10.112.36.0/24","10.112.36.0","CA-Sams-HO","False","24","255.255.255.0"
"23.32.0.0/12","23.32.0.0","CAM-CostaRica-HO","True","12","255.240.0.0"
"30.2.0.0/19","30.2.0.0","US-S06009","False","19","255.255.224.0"
"10.249.72.0/21","10.249.72.0","UK-S07487","False","21","255.255.248.0"
"148.250.191.80/32","148.250.191.80","MX-Azcapotzalco","True","32","255.255.255.255"
"10.191.33.112/29","10.191.33.112","US-S06010","False","29","255.255.255.248"
"55.101.184.0/21","55.101.184.0","CA-Toronto-HO","True","21","255.255.248.0"
"55.106.24.0/21","55.106.24.0","CA-Toronto-HO","True","21","255.255.248.0"
"10.248.168.0/21","10.248.168.0","PR-S06087","False","21","255.255.248.0"
"30.26.32.0/19","30.26.32.0","CN-S07433","True","19","255.255.224.0"
"10.86.132.0/25","10.86.132.0","CL-HOMEOFFICE","True","25","255.255.255.128"
"148.250.219.0/24","148.250.219.0","MX-Toreo","False","24","255.255.255.0"
"55.101.72.0/21","55.101.72.0","CA-Toronto-HO","True","21","255.255.248.0"
"161.174.167.0/24","161.174.167.0","CA-Toronto-HO","True","24","255.255.255.0"
"172.26.160.89/32","172.26.160.89","ISD","True","32","255.255.255.255"
"10.0.255.96/32","10.0.255.96","US-S06493","False","32","255.255.255.255"
"161.174.75.0/24","161.174.75.0","CA-Sams-HO","False","24","255.255.255.0"
"10.217.34.0/23","10.217.34.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.112.68.0/24","10.112.68.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.147.152.0/21","10.147.152.0","ISD","True","21","255.255.248.0"
"156.95.53.55/32","156.95.53.55","ISO-AD","False","32","255.255.255.255"
"30.12.64.0/19","30.12.64.0","MX-S06549","False","19","255.255.224.0"
"10.255.232.60/30","10.255.232.60","CA-S07087","False","30","255.255.255.252"
"156.95.2.116/30","156.95.2.116","US-S06099","False","30","255.255.255.252"
"55.107.176.0/21","55.107.176.0","CA-Toronto-HO","True","21","255.255.248.0"
"10.162.168.0/21","10.162.168.0","US-S06038","False","21","255.255.248.0"
"55.106.56.0/21","55.106.56.0","CA-Toronto-HO","True","21","255.255.248.0"
"161.163.159.136/32","161.163.159.136","UK-Leeds-HO","True","32","255.255.255.255"
"30.20.32.0/19","30.20.32.0","UK-S07451","False","19","255.255.224.0"
"10.219.250.0/23","10.219.250.0","CA-Toronto-HO","True","23","255.255.254.0"
"142.136.124.0/24","142.136.124.0","US-S06024","False","24","255.255.255.0"
"30.27.96.0/19","30.27.96.0","US-S06908","False","19","255.255.224.0"
"10.0.255.40/32","10.0.255.40","US-S06060","False","32","255.255.255.255"
"10.162.152.0/21","10.162.152.0","US-S06030","False","21","255.255.248.0"
"10.219.116.0/23","10.219.116.0","CA-Sams-HO","False","23","255.255.254.0"
"161.174.137.0/24","161.174.137.0","CA-Sams-HO","False","24","255.255.255.0"
"161.162.0.0/22","161.162.0.0","CN-S09000","True","22","255.255.252.0"
"10.150.36.0/22","10.150.36.0","US-S07031","False","22","255.255.252.0"
"148.250.235.23/32","148.250.235.23","MX-Toreo","False","32","255.255.255.255"
"161.166.109.0/24","161.166.109.0","ISD","True","24","255.255.255.0"
"172.26.132.38/32","172.26.132.38","ISD","True","32","255.255.255.255"
"10.8.255.32/30","10.8.255.32","AR-HOMEOFFICE","True","30","255.255.255.252"
"10.248.240.0/21","10.248.240.0","UK-S07444","False","21","255.255.248.0"
"156.95.82.216/30","156.95.82.216","US-S06009","False","30","255.255.255.252"
"55.99.112.0/21","55.99.112.0","CA-Sams-HO","False","21","255.255.248.0"
"30.28.128.0/19","30.28.128.0","BR-HOMEOFFICE","False","19","255.255.224.0"
"30.28.32.0/19","30.28.32.0","US-S06028","False","19","255.255.224.0"
"161.166.18.80/32","161.166.18.80","ISD-EXCH","True","32","255.255.255.255"
"54.85.184.0/21","54.85.184.0","US-S02126","False","21","255.255.248.0"
"161.163.64.0/23","161.163.64.0","AR-HOMEOFFICE","True","23","255.255.254.0"
"55.103.168.0/21","55.103.168.0","CA-Toronto-HO","True","21","255.255.248.0"
"55.107.80.0/21","55.107.80.0","CA-Toronto-HO","True","21","255.255.248.0"
"55.108.104.0/21","55.108.104.0","CA-Toronto-HO","True","21","255.255.248.0"
"55.102.176.0/21","55.102.176.0","CA-Toronto-HO","True","21","255.255.248.0"
"30.9.128.0/19","30.9.128.0","US-S06085","False","19","255.255.224.0"
"10.154.93.0/24","10.154.93.0","US-S06009","False","24","255.255.255.0"
"10.0.255.95/32","10.0.255.95","US-S06493","False","32","255.255.255.255"
"172.26.160.242/32","172.26.160.242","ISD-EXCH","True","32","255.255.255.255"
"55.107.160.0/21","55.107.160.0","CA-Toronto-HO","True","21","255.255.248.0"
"161.163.75.0/24","161.163.75.0","AR-HOMEOFFICE","True","24","255.255.255.0"
"55.102.208.0/21","55.102.208.0","CA-Sams-HO","False","21","255.255.248.0"
"142.136.180.0/24","142.136.180.0","US-S06061","False","24","255.255.255.0"
"10.54.84.0/24","10.54.84.0","AR-HOMEOFFICE","True","24","255.255.255.0"
"10.219.184.0/23","10.219.184.0","CA-Toronto-HO","True","23","255.255.254.0"
"55.106.104.0/21","55.106.104.0","CA-Sams-HO","False","21","255.255.248.0"
"10.217.56.0/23","10.217.56.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.148.0.16/29","10.148.0.16","US-S06099","False","29","255.255.255.248"
"156.95.82.228/30","156.95.82.228","US-S06011","False","30","255.255.255.252"
"10.219.200.0/23","10.219.200.0","CA-Toronto-HO","True","23","255.255.254.0"
"161.174.196.0/24","161.174.196.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.150.80.0/21","10.150.80.0","CN-S07484","False","21","255.255.248.0"
"55.108.24.0/21","55.108.24.0","CA-Toronto-HO","True","21","255.255.248.0"
"10.191.32.112/29","10.191.32.112","US-S06020","False","29","255.255.255.248"
"10.249.64.0/21","10.249.64.0","UK-S07461","False","21","255.255.248.0"
"55.102.200.0/21","55.102.200.0","CA-Toronto-HO","True","21","255.255.248.0"
"142.136.168.0/24","142.136.168.0","US-S06018","False","24","255.255.255.0"
"30.0.128.0/19","30.0.128.0","BR-HOMEOFFICE","False","19","255.255.224.0"
"161.166.18.30/32","161.166.18.30","ISD-EXCH","True","32","255.255.255.255"
"30.10.96.0/19","30.10.96.0","US-S06094","False","19","255.255.224.0"
"161.174.213.0/24","161.174.213.0","CA-Toronto-HO","True","24","255.255.255.0"
"161.174.102.0/24","161.174.102.0","CA-Sams-HO","False","24","255.255.255.0"
"55.101.80.0/21","55.101.80.0","CA-Toronto-HO","True","21","255.255.248.0"
"10.255.224.48/30","10.255.224.48","CA-S07084","False","30","255.255.255.252"
"10.153.168.0/21","10.153.168.0","US-S06042","False","21","255.255.248.0"
"55.103.200.0/21","55.103.200.0","CA-Sams-HO","False","21","255.255.248.0"
"10.248.0.0/21","10.248.0.0","AR-S07433","False","21","255.255.248.0"
"30.9.224.0/19","30.9.224.0","US-S06090","False","19","255.255.224.0"
"10.5.248.140/30","10.5.248.140","BR-S04995","False","30","255.255.255.252"
"161.174.146.0/24","161.174.146.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.248.88.0/21","10.248.88.0","MX-S06388","False","21","255.255.248.0"
"10.154.88.0/24","10.154.88.0","US-S06013","False","24","255.255.255.0"
"30.7.96.0/19","30.7.96.0","CA-S06063","False","19","255.255.224.0"
"29.176.0.0/12","29.176.0.0","BR-HOMEOFFICE","False","12","255.240.0.0"
"156.95.2.224/30","156.95.2.224","CA-S06002","False","30","255.255.255.252"
"10.128.0.0/19","10.128.0.0","BR-HOMEOFFICE","False","19","255.255.224.0"
"10.153.64.0/21","10.153.64.0","US-S06099","False","21","255.255.248.0"
"10.148.0.56/29","10.148.0.56","US-S06048","False","29","255.255.255.248"
"10.255.224.60/30","10.255.224.60","CA-S07087","False","30","255.255.255.252"
"10.4.10.0/24","10.4.10.0","AR-HOMEOFFICE","True","24","255.255.255.0"
"55.101.208.0/21","55.101.208.0","CA-Toronto-HO","True","21","255.255.248.0"
"55.98.152.0/21","55.98.152.0","CA-Sams-HO","False","21","255.255.248.0"
"161.176.208.0/24","161.176.208.0","BR-HOMEOFFICE","False","24","255.255.255.0"
"10.219.210.0/23","10.219.210.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.219.134.0/23","10.219.134.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.153.192.0/21","10.153.192.0","US-S04895","False","21","255.255.248.0"
"30.6.96.0/19","30.6.96.0","US-S06055","False","19","255.255.224.0"
"148.250.191.81/32","148.250.191.81","MX-Azcapotzalco","True","32","255.255.255.255"
"10.76.0.96/30","10.76.0.96","CAM-Guatemala-HO","True","30","255.255.255.252"
"156.95.83.0/30","156.95.83.0","US-S06020","False","30","255.255.255.252"
"10.10.10.0/24","10.10.10.0","US-S06006","False","24","255.255.255.0"
"30.2.64.0/19","30.2.64.0","US-S06011","False","19","255.255.224.0"
"10.9.128.0/21","10.9.128.0","US-S06000","False","21","255.255.248.0"
"161.176.195.0/24","161.176.195.0","BR-HOMEOFFICE","False","24","255.255.255.0"
"10.90.112.0/20","10.90.112.0","CN-S08674-TM-Suwan-DO","False","20","255.255.240.0"
"10.162.56.0/21","10.162.56.0","US-S06077","False","21","255.255.248.0"
"55.102.48.0/21","55.102.48.0","CA-Sams-HO","False","21","255.255.248.0"
"156.95.82.68/30","156.95.82.68","US-S04894","False","30","255.255.255.252"
"161.163.220.72/30","161.163.220.72","CAM-Guatemala-HO","True","30","255.255.255.252"
"10.162.200.0/21","10.162.200.0","US-S06027","False","21","255.255.248.0"
"10.149.152.64/27","10.149.152.64","MX-S07486","False","27","255.255.255.224"
"161.174.74.0/24","161.174.74.0","CA-Sams-HO","False","24","255.255.255.0"
"10.154.97.0/24","10.154.97.0","US-S06065","False","24","255.255.255.0"
"10.219.234.0/23","10.219.234.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.255.232.28/30","10.255.232.28","CA-S06063","False","30","255.255.255.252"
"10.158.0.16/30","10.158.0.16","BR-HOMEOFFICE","False","30","255.255.255.252"
"10.149.196.0/22","10.149.196.0","US-S06028","False","22","255.255.252.0"
"10.55.0.0/19","10.55.0.0","UK-George-HO","True","19","255.255.224.0"
"172.26.38.24/32","172.26.38.24","ISD","True","32","255.255.255.255"
"10.217.50.0/23","10.217.50.0","CA-Sams-HO","False","23","255.255.254.0"
"10.9.34.0/24","10.9.34.0","BR-HOMEOFFICE","False","24","255.255.255.0"
"30.11.64.0/19","30.11.64.0","MX-S06388","False","19","255.255.224.0"
"10.217.54.0/23","10.217.54.0","CA-Toronto-HO","True","23","255.255.254.0"
"161.166.40.70/32","161.166.40.70","ISD-EXCH","True","32","255.255.255.255"
"10.90.255.7/32","10.90.255.7","CN-S08658-TM-Western-RO","False","32","255.255.255.255"
"10.80.0.0/15","10.80.0.0","CAM-ElSalvador-HO","True","15","255.254.0.0"
"55.103.160.0/21","55.103.160.0","CA-Toronto-HO","True","21","255.255.248.0"
"10.127.247.124/30","10.127.247.124","UK-S07488","False","30","255.255.255.252"
"10.162.16.0/21","10.162.16.0","US-S06043","False","21","255.255.248.0"
"55.103.176.0/21","55.103.176.0","CA-Toronto-HO","True","21","255.255.248.0"
"10.90.254.100/30","10.90.254.100","CN-S08673-TM-Zhengjiang-DO","False","30","255.255.255.252"
"30.8.224.0/19","30.8.224.0","US-S06077","False","19","255.255.224.0"
"161.163.222.41/32","161.163.222.41","CAM-Nicaragua-HO","True","32","255.255.255.255"
"55.106.48.0/21","55.106.48.0","CA-Toronto-HO","True","21","255.255.248.0"
"55.102.192.0/21","55.102.192.0","CA-Toronto-HO","True","21","255.255.248.0"
"142.136.186.0/24","142.136.186.0","US-S06036","False","24","255.255.255.0"
"156.95.2.120/30","156.95.2.120","US-S06097","False","30","255.255.255.252"
"10.90.254.24/30","10.90.254.24","CN-S08657-TM-Southern-RO","False","30","255.255.255.252"
"161.163.159.8/32","161.163.159.8","UK-Leeds-HO","True","32","255.255.255.255"
"10.157.192.0/20","10.157.192.0","US-S06912","False","20","255.255.240.0"
"30.5.96.0/19","30.5.96.0","US-S06042","False","19","255.255.224.0"
"10.112.60.0/24","10.112.60.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.169.32.0/21","10.169.32.0","US-S06007","False","21","255.255.248.0"
"148.250.191.82/32","148.250.191.82","MX-Azcapotzalco","True","32","255.255.255.255"
"10.169.160.0/21","10.169.160.0","US-S06061","False","21","255.255.248.0"
"30.27.192.0/19","30.27.192.0","CAM-CostaRica-HO","True","19","255.255.224.0"
"10.112.88.0/24","10.112.88.0","CA-Toronto-HO","True","24","255.255.255.0"
"161.174.158.0/24","161.174.158.0","CA-Sams-HO","False","24","255.255.255.0"
"161.174.90.0/24","161.174.90.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.154.89.0/24","10.154.89.0","US-S06046","False","24","255.255.255.0"
"10.158.200.0/21","10.158.200.0","US-S06056","False","21","255.255.248.0"
"10.219.152.0/23","10.219.152.0","CA-Sams-HO","False","23","255.255.254.0"
"10.162.8.0/21","10.162.8.0","US-S06035","False","21","255.255.248.0"
"10.156.64.0/20","10.156.64.0","UK-S07430","False","20","255.255.240.0"
"161.162.4.0/28","161.162.4.0","CN-S09000","True","28","255.255.255.240"
"10.255.232.52/30","10.255.232.52","CA-S07084","False","30","255.255.255.252"
"142.136.170.0/24","142.136.170.0","US-S06020","False","24","255.255.255.0"
"10.5.226.0/24","10.5.226.0","BR-S07457","False","24","255.255.255.0"
"55.106.8.0/21","55.106.8.0","CA-Sams-HO","False","21","255.255.248.0"
"30.3.64.0/19","30.3.64.0","US-S06021","False","19","255.255.224.0"
"30.22.32.0/19","30.22.32.0","PR-S06087","False","19","255.255.224.0"
"30.1.64.0/19","30.1.64.0","CA-S06002","False","19","255.255.224.0"
"10.90.255.1/32","10.90.255.1","CN-S08656-TM-HO","False","32","255.255.255.255"
"10.90.254.12/30","10.90.254.12","CN-S08656-TM-HO","False","30","255.255.255.252"
